country_region_code,country_region,sub_region_1,sub_region_2,date,解析日,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,VAR00002,VAR00003,VAR00004,VAR00005,VAR00006,VAR00007
JP,Japan,Ishikawa, ,2/18/2020, ,-2,-1,-8,-1,-2,1, , , , , , 
JP,Japan,Ishikawa, ,2/19/2020, ,3,5,20,1,-1,0, , , , , , 
JP,Japan,Ishikawa, ,2/20/2020, ,4,5,3,0,0,0, , , , , , 
JP,Japan,Ishikawa, ,2/21/2020, ,1,4,14,5,0,0, , , , , , 
JP,Japan,Ishikawa, ,2/22/2020, ,-3,5,-16,0,-3,2, , , , , , 
JP,Japan,Ishikawa, ,2/23/2020, ,-2,7,-7,3,0,1, , , , , , 
JP,Japan,Ishikawa, ,2/24/2020, ,26,10,75,5,-56,14, , , , , , 
JP,Japan,Ishikawa, ,2/25/2020, ,-4,6,-6,-4,-1,1, , , , , , 
JP,Japan,Ishikawa, ,2/26/2020, ,-2,7,7,-6,0,1, , , , , , 
JP,Japan,Ishikawa, ,2/27/2020, ,-3,8,-4,-9,0,2, , , , , , 
JP,Japan,Ishikawa, ,2/28/2020, ,-4,12,-7,-19,0,3, , , , , , 
JP,Japan,Ishikawa, ,2/29/2020, ,-7,14,-6,-29,6,3, , , , , , 
JP,Japan,Ishikawa, ,3/1/2020, ,-11,13,-3,-30,3,4, , , , , , 
JP,Japan,Ishikawa, ,3/2/2020, ,-5,8,-6,-24,-1,3, , , , , , 
JP,Japan,Ishikawa, ,3/3/2020, ,-3,8,4,-26,-2,3, , , , , , 
JP,Japan,Ishikawa, ,3/4/2020, ,-7,3,-4,-27,-2,4, , , , , , 
JP,Japan,Ishikawa, ,3/5/2020, ,-7,2,-19,-29,-3,4, , , , , , 
JP,Japan,Ishikawa, ,3/6/2020, ,-7,2,2,-27,-3,4, , , , , , 
JP,Japan,Ishikawa, ,3/7/2020, ,-8,5,8,-31,-2,4, , , , , , 
JP,Japan,Ishikawa, ,3/8/2020, ,-11,4,-16,-31,-3,5, , , , , , 
JP,Japan,Ishikawa, ,3/9/2020, ,-3,2,28,-21,-3,3, , , , , , 
JP,Japan,Ishikawa, ,3/10/2020, ,-7,1,-24,-27,-5,4, , , , , , 
JP,Japan,Ishikawa, ,3/11/2020, ,-3,3,-5,-25,-4,4, , , , , , 
JP,Japan,Ishikawa, ,3/12/2020, ,2,9,39,-20,-4,3, , , , , , 
JP,Japan,Ishikawa, ,3/13/2020, ,-2,3,11,-24,-5,4, , , , , , 
JP,Japan,Ishikawa, ,3/14/2020, ,-3,5,-18,-31,-7,4, , , , , , 
JP,Japan,Ishikawa, ,3/15/2020, ,-11,2,-16,-31,-3,4, , , , , , 
JP,Japan,Ishikawa, ,3/16/2020, ,-5,0,-18,-24,-4,4, , , , , , 
JP,Japan,Ishikawa, ,3/17/2020, ,-4,2,2,-24,-4,4, , , , , , 
JP,Japan,Ishikawa, ,3/18/2020, ,2,6,34,-19,-3,2, , , , , , 
JP,Japan,Ishikawa, ,3/19/2020, ,9,8,39,-14,-3,1, , , , , , 
JP,Japan,Ishikawa, ,3/20/2020, ,13,6,2,-28,-54,18, , , , , , 
JP,Japan,Ishikawa, ,3/21/2020, ,-2,5,34,-15,-5,2, , , , , , 
JP,Japan,Ishikawa, ,3/22/2020, ,-10,2,-31,-22,-1,4, , , , , , 
JP,Japan,Ishikawa, ,3/23/2020, ,2,5,23,-14,-3,2, , , , , , 
JP,Japan,Ishikawa, ,3/24/2020, ,0,5,2,-19,-3,3, , , , , , 
JP,Japan,Ishikawa, ,3/25/2020, ,7,8,48,-15,-3,1, , , , , , 
JP,Japan,Ishikawa, ,3/26/2020, ,6,11,51,-14,-3,2, , , , , , 
JP,Japan,Ishikawa, ,3/27/2020, ,-3,4,-15,-23,-4,4, , , , , , 
JP,Japan,Ishikawa, ,3/28/2020, ,-4,6,-23,-31,-4,4, , , , , , 
JP,Japan,Ishikawa, ,3/29/2020, ,-8,8,-23,-30,-1,4, , , , , , 
JP,Japan,Ishikawa, ,3/30/2020, ,4,6,23,-20,-5,3, , , , , , 
JP,Japan,Ishikawa, ,3/31/2020, ,3,8,52,-23,-5,3, , , , , , 
JP,Japan,Ishikawa, ,4/1/2020, ,-9,2,-8,-29,-6,4, , , , , , 
JP,Japan,Ishikawa, ,4/2/2020, ,-5,8,18,-29,-7,4, , , , , , 
JP,Japan,Ishikawa, ,4/3/2020, ,-8,7,61,-27,-8,5, , , , , , 
JP,Japan,Ishikawa, ,4/4/2020, ,-13,9,38,-36,-8,6, , , , , , 
JP,Japan,Ishikawa, ,4/5/2020, ,-21,9,-12,-43,-10,7, , , , , , 
JP,Japan,Ishikawa, ,4/6/2020, ,-7,8,18,-29,-9,5, , , , , , 
JP,Japan,Ishikawa, ,4/7/2020, ,-9,9,37,-34,-11,5, , , , , , 
JP,Japan,Ishikawa, ,4/8/2020, ,-13,7,26,-35,-10,6, , , , , , 
JP,Japan,Ishikawa, ,4/9/2020, ,-14,6,30,-38,-10,6, , , , , , 
JP,Japan,Ishikawa, ,4/10/2020, ,-19,4,-6,-43,-11,8, , , , , , 
JP,Japan,Ishikawa, ,4/11/2020, ,-25,7,-2,-50,-20,10, , , , , , 
JP,Japan,Ishikawa, ,4/12/2020, ,-34,3,-22,-54,-16,10, , , , , , 
JP,Japan,Ishikawa, ,4/13/2020, ,-29,-6,-44,-48,-13,10, , , , , , 
JP,Japan,Ishikawa, ,4/14/2020, ,-22,3,4,-46,-14,9, , , , , , 
JP,Japan,Ishikawa, ,4/15/2020, ,-20,6,30,-44,-15,9, , , , , , 
JP,Japan,Ishikawa, ,4/16/2020, ,-25,4,12,-47,-17,11, , , , , , 
JP,Japan,Ishikawa, ,4/17/2020, ,-29,3,4,-52,-18,12, , , , , , 
JP,Japan,Ishikawa, ,4/18/2020, ,-43,-9,-54,-66,-22,15, , , , , , 
JP,Japan,Ishikawa, ,4/19/2020, ,-43,-4,-26,-62,-24,12, , , , , , 
JP,Japan,Ishikawa, ,4/20/2020, ,-32,-7,-36,-53,-19,12, , , , , , 
JP,Japan,Ishikawa, ,4/21/2020, ,-32,-2,1,-52,-21,13, , , , , , 
JP,Japan,Ishikawa, ,4/22/2020, ,-36,-7,-19,-57,-23,14, , , , , , 
JP,Japan,Ishikawa, ,4/23/2020, ,-38,-9,-31,-57,-23,15, , , , , , 
JP,Japan,Ishikawa, ,4/24/2020, ,-38,-5,-35,-59,-24,16, , , , , , 
JP,Japan,Ishikawa, ,4/25/2020, ,-38,-2,6,-56,-27,13, , , , , , 
JP,Japan,Ishikawa, ,4/26/2020, ,-50,-13,-61,-71,-29,14, , , , , , 
JP,Japan,Ishikawa, ,4/27/2020, ,-28,-2,16,-50,-23,12, , , , , , 
JP,Japan,Ishikawa, ,4/28/2020, ,-27,1,14,-53,-24,12, , , , , , 
JP,Japan,Ishikawa, ,4/29/2020, ,-24,-5,53,-63,-65,22, , , , , , 
JP,Japan,Ishikawa, ,4/30/2020, ,-25,4,29,-55,-32,16, , , , , , 
JP,Japan,Ishikawa, ,5/1/2020, ,-32,1,9,-60,-35,19, , , , , , 
JP,Japan,Ishikawa, ,5/2/2020, ,-41,-5,-7,-63,-32,15, , , , , , 
JP,Japan,Ishikawa, ,5/3/2020, ,-43,-5,-6,-66,-31,12, , , , , , 
JP,Japan,Ishikawa, ,5/4/2020, ,-19,-1,40,-67,-74,29, , , , , , 
JP,Japan,Ishikawa, ,5/5/2020, ,-17,1,41,-68,-75,30, , , , , , 
JP,Japan,Ishikawa, ,5/6/2020, ,-26,-6,10,-71,-73,30, , , , , , 
JP,Japan,Ishikawa, ,5/7/2020, ,-28,-3,19,-53,-21,13, , , , , , 
JP,Japan,Ishikawa, ,5/8/2020, ,-32,-3,17,-55,-22,14, , , , , , 
JP,Japan,Ishikawa, ,5/9/2020, ,-38,-7,-31,-64,-20,13, , , , , , 
JP,Japan,Ishikawa, ,5/10/2020, ,-37,-5,-42,-66,-26,13, , , , , , 
JP,Japan,Ishikawa, ,5/11/2020, ,-27,-3,8,-49,-19,11, , , , , , 
JP,Japan,Ishikawa, ,5/12/2020, ,-27,0,18,-50,-20,12, , , , , , 
JP,Japan,Ishikawa, ,5/13/2020, ,-26,0,22,-50,-20,12, , , , , , 
JP,Japan,Ishikawa, ,5/14/2020, ,-25,-1,25,-50,-20,11, , , , , , 
JP,Japan,Ishikawa, ,5/15/2020, ,-29,-2,3,-53,-20,13, , , , , , 
JP,Japan,Ishikawa, ,5/16/2020, ,-32,-5,-44,-61,-21,13, , , , , , 
JP,Japan,Ishikawa, ,5/17/2020, ,-35,-3,-45,-61,-23,11, , , , , , 
JP,Japan,Ishikawa, ,5/18/2020, ,-22,-3,5,-45,-17,10, , , , , , 
JP,Japan,Ishikawa, ,5/19/2020, ,-23,-1,-8,-47,-18,12, , , , , , 
JP,Japan,Ishikawa, ,5/20/2020, ,-19,2,-3,-45,-17,10, , , , , , 
JP,Japan,Ishikawa, ,5/21/2020, ,-20,1,-8,-44,-17,11, , , , , , 
JP,Japan,Ishikawa, ,5/22/2020, ,-22,-1,9,-43,-17,11, , , , , , 
JP,Japan,Ishikawa, ,5/23/2020, ,-22,2,10,-44,-21,10, , , , , , 
JP,Japan,Ishikawa, ,5/24/2020, ,-24,3,5,-40,-17,8, , , , , , 
JP,Japan,Ishikawa, ,5/25/2020, ,-15,2,5,-39,-15,9, , , , , , 
JP,Japan,Ishikawa, ,5/26/2020, ,-17,0,5,-40,-15,9, , , , , , 
JP,Japan,Ishikawa, ,5/27/2020, ,-13,2,21,-38,-14,9, , , , , , 
JP,Japan,Ishikawa, ,5/28/2020, ,-13,4,26,-37,-14,8, , , , , , 
JP,Japan,Ishikawa, ,5/29/2020, ,-16,1,13,-40,-14,10, , , , , , 
JP,Japan,Ishikawa, ,5/30/2020, ,-16,4,9,-38,-14,7, , , , , , 
JP,Japan,Ishikawa, ,5/31/2020, ,-20,5,-7,-37,-13,7, , , , , , 
JP,Japan,Ishikawa, ,6/1/2020, ,-13,0,8,-31,-9,6, , , , , , 
JP,Japan,Ishikawa, ,6/2/2020, ,-15,1,11,-33,-10,7, , , , , , 
JP,Japan,Ishikawa, ,6/3/2020, ,-11,3,28,-32,-10,6, , , , , , 
JP,Japan,Ishikawa, ,6/4/2020, ,-11,3,20,-31,-10,6, , , , , , 
JP,Japan,Ishikawa, ,6/5/2020, ,-12,1,7,-36,-12,8, , , , , , 
JP,Japan,Iwate, ,2/15/2020, ,1,3,12,0,5,0, , , , , , 
JP,Japan,Iwate, ,2/16/2020, ,-6,-2,-27,-10,-1,2, , , , , , 
JP,Japan,Iwate, ,2/17/2020, ,0,1,-7,1,1,1, , , , , , 
JP,Japan,Iwate, ,2/18/2020, ,-2,0,-10,0,1,1, , , , , , 
JP,Japan,Iwate, ,2/19/2020, ,4,5,6,1,1,-1, , , , , , 
JP,Japan,Iwate, ,2/20/2020, ,4,5,3,-1,1,0, , , , , , 
JP,Japan,Iwate, ,2/21/2020, ,-1,-1,-1,-1,2,1, , , , , , 
JP,Japan,Iwate, ,2/22/2020, ,-1,3,0,3,0,1, , , , , , 
JP,Japan,Iwate, ,2/23/2020, ,0,0,-21,-2,-1,1, , , , , , 
JP,Japan,Iwate, ,2/24/2020, ,25,4,5,1,-52,14, , , , , , 
JP,Japan,Iwate, ,2/25/2020, ,4,6,5,3,2,0, , , , , , 
JP,Japan,Iwate, ,2/26/2020, ,3,7,8,-1,2,-1, , , , , , 
JP,Japan,Iwate, ,2/27/2020, ,0,5,5,-7,2,1, , , , , , 
JP,Japan,Iwate, ,2/28/2020, ,1,8,-4,-15,2,2, , , , , , 
JP,Japan,Iwate, ,2/29/2020, ,-3,15,0,-22,9,2, , , , , , 
JP,Japan,Iwate, ,3/1/2020, ,-5,12,-11,-25,5,3, , , , , , 
JP,Japan,Iwate, ,3/2/2020, ,-4,4,-9,-20,0,3, , , , , , 
JP,Japan,Iwate, ,3/3/2020, ,-2,7,-4,-20,1,3, , , , , , 
JP,Japan,Iwate, ,3/4/2020, ,-2,3,1,-20,0,2, , , , , , 
JP,Japan,Iwate, ,3/5/2020, ,-6,1,-7,-21,-1,4, , , , , , 
JP,Japan,Iwate, ,3/6/2020, ,-6,-2,0,-23,-1,4, , , , , , 
JP,Japan,Iwate, ,3/7/2020, ,-6,4,21,-20,0,3, , , , , , 
JP,Japan,Iwate, ,3/8/2020, ,-6,2,16,-21,-2,4, , , , , , 
JP,Japan,Iwate, ,3/9/2020, ,-3,0,13,-16,-2,3, , , , , , 
JP,Japan,Iwate, ,3/10/2020, ,-6,-3,-16,-20,-2,5, , , , , , 
JP,Japan,Iwate, ,3/11/2020, ,3,6,11,-16,-3,3, , , , , , 
JP,Japan,Iwate, ,3/12/2020, ,2,6,12,-17,-1,3, , , , , , 
JP,Japan,Iwate, ,3/13/2020, ,-2,-1,0,-21,-3,4, , , , , , 
JP,Japan,Iwate, ,3/14/2020, ,-1,4,10,-20,-4,4, , , , , , 
JP,Japan,Iwate, ,3/15/2020, ,-4,5,15,-19,-1,3, , , , , , 
JP,Japan,Iwate, ,3/16/2020, ,-1,1,-8,-17,-2,3, , , , , , 
JP,Japan,Iwate, ,3/17/2020, ,1,2,7,-14,-1,3, , , , , , 
JP,Japan,Iwate, ,3/18/2020, ,4,6,14,-13,0,1, , , , , , 
JP,Japan,Iwate, ,3/19/2020, ,12,8,32,-7,-3,1, , , , , , 
JP,Japan,Iwate, ,3/20/2020, ,9,2,-4,-19,-49,17, , , , , , 
JP,Japan,Iwate, ,3/21/2020, ,-3,3,10,-10,-7,3, , , , , , 
JP,Japan,Iwate, ,3/22/2020, ,-5,1,-14,-7,-1,3, , , , , , 
JP,Japan,Iwate, ,3/23/2020, ,5,1,10,-7,-1,2, , , , , , 
JP,Japan,Iwate, ,3/24/2020, ,4,2,10,-12,-1,2, , , , , , 
JP,Japan,Iwate, ,3/25/2020, ,13,10,24,-10,-2,1, , , , , , 
JP,Japan,Iwate, ,3/26/2020, ,6,8,20,-14,-3,2, , , , , , 
JP,Japan,Iwate, ,3/27/2020, ,1,2,10,-17,-2,3, , , , , , 
JP,Japan,Iwate, ,3/28/2020, ,-3,7,13,-17,-2,3, , , , , , 
JP,Japan,Iwate, ,3/29/2020, ,-5,5,6,-19,1,3, , , , , , 
JP,Japan,Iwate, ,3/30/2020, ,6,3,17,-13,-5,3, , , , , , 
JP,Japan,Iwate, ,3/31/2020, ,4,5,27,-13,-3,3, , , , , , 
JP,Japan,Iwate, ,4/1/2020, ,-4,6,-1,-22,-4,2, , , , , , 
JP,Japan,Iwate, ,4/2/2020, ,-5,2,-4,-26,-7,5, , , , , , 
JP,Japan,Iwate, ,4/3/2020, ,-6,1,14,-24,-6,5, , , , , , 
JP,Japan,Iwate, ,4/4/2020, ,-9,6,23,-26,-6,5, , , , , , 
JP,Japan,Iwate, ,4/5/2020, ,-12,5,-18,-33,-7,6, , , , , , 
JP,Japan,Iwate, ,4/6/2020, ,-7,0,-15,-22,-7,5, , , , , , 
JP,Japan,Iwate, ,4/7/2020, ,-2,5,15,-22,-7,4, , , , , , 
JP,Japan,Iwate, ,4/8/2020, ,-2,6,22,-21,-8,3, , , , , , 
JP,Japan,Iwate, ,4/9/2020, ,-8,3,15,-23,-6,4, , , , , , 
JP,Japan,Iwate, ,4/10/2020, ,-10,3,-1,-26,-5,5, , , , , , 
JP,Japan,Iwate, ,4/11/2020, ,-11,7,36,-33,-13,7, , , , , , 
JP,Japan,Iwate, ,4/12/2020, ,-15,4,33,-36,-8,6, , , , , , 
JP,Japan,Iwate, ,4/13/2020, ,-12,0,-9,-24,-5,5, , , , , , 
JP,Japan,Iwate, ,4/14/2020, ,-9,2,21,-21,-4,4, , , , , , 
JP,Japan,Iwate, ,4/15/2020, ,-2,12,24,-22,-5,3, , , , , , 
JP,Japan,Iwate, ,4/16/2020, ,-7,8,37,-23,-5,4, , , , , , 
JP,Japan,Iwate, ,4/17/2020, ,-12,4,25,-28,-5,5, , , , , , 
JP,Japan,Iwate, ,4/18/2020, ,-25,1,-26,-44,-11,9, , , , , , 
JP,Japan,Iwate, ,4/19/2020, ,-24,0,12,-46,-11,8, , , , , , 
JP,Japan,Iwate, ,4/20/2020, ,-18,-1,-23,-28,-6,6, , , , , , 
JP,Japan,Iwate, ,4/21/2020, ,-15,2,7,-26,-6,5, , , , , , 
JP,Japan,Iwate, ,4/22/2020, ,-15,4,-2,-30,-7,5, , , , , , 
JP,Japan,Iwate, ,4/23/2020, ,-19,1,-7,-33,-7,7, , , , , , 
JP,Japan,Iwate, ,4/24/2020, ,-19,2,-1,-35,-7,7, , , , , , 
JP,Japan,Iwate, ,4/25/2020, ,-25,4,8,-44,-16,10, , , , , , 
JP,Japan,Iwate, ,4/26/2020, ,-28,-1,4,-48,-17,10, , , , , , 
JP,Japan,Iwate, ,4/27/2020, ,-16,2,5,-31,-10,7, , , , , , 
JP,Japan,Iwate, ,4/28/2020, ,-12,5,13,-30,-10,5, , , , , , 
JP,Japan,Iwate, ,4/29/2020, ,-9,1,38,-53,-57,17, , , , , , 
JP,Japan,Iwate, ,4/30/2020, ,-12,5,21,-43,-19,10, , , , , , 
JP,Japan,Iwate, ,5/1/2020, ,-19,2,-4,-48,-23,14, , , , , , 
JP,Japan,Iwate, ,5/2/2020, ,-29,-3,19,-48,-22,11, , , , , , 
JP,Japan,Iwate, ,5/3/2020, ,-28,-3,27,-46,-23,8, , , , , , 
JP,Japan,Iwate, ,5/4/2020, ,0,2,44,-48,-70,25, , , , , , 
JP,Japan,Iwate, ,5/5/2020, ,3,7,55,-46,-70,25, , , , , , 
JP,Japan,Iwate, ,5/6/2020, ,-8,0,11,-55,-68,25, , , , , , 
JP,Japan,Iwate, ,5/7/2020, ,-15,1,6,-34,-11,7, , , , , , 
JP,Japan,Iwate, ,5/8/2020, ,-18,-2,17,-35,-11,8, , , , , , 
JP,Japan,Iwate, ,5/9/2020, ,-23,-2,18,-40,-7,7, , , , , , 
JP,Japan,Iwate, ,5/10/2020, ,-20,1,-25,-45,-12,8, , , , , , 
JP,Japan,Iwate, ,5/11/2020, ,-13,0,10,-26,-7,5, , , , , , 
JP,Japan,Iwate, ,5/12/2020, ,-15,1,14,-25,-6,5, , , , , , 
JP,Japan,Iwate, ,5/13/2020, ,-10,3,12,-26,-7,4, , , , , , 
JP,Japan,Iwate, ,5/14/2020, ,-13,2,20,-27,-7,4, , , , , , 
JP,Japan,Iwate, ,5/15/2020, ,-14,3,17,-30,-7,6, , , , , , 
JP,Japan,Iwate, ,5/16/2020, ,-17,1,23,-34,-10,6, , , , , , 
JP,Japan,Iwate, ,5/17/2020, ,-18,0,5,-37,-11,6, , , , , , 
JP,Japan,Iwate, ,5/18/2020, ,-12,0,11,-24,-6,5, , , , , , 
JP,Japan,Iwate, ,5/19/2020, ,-19,-3,-21,-30,-6,7, , , , , , 
JP,Japan,Iwate, ,5/20/2020, ,-7,8,-8,-28,-6,5, , , , , , 
JP,Japan,Iwate, ,5/21/2020, ,-12,1,4,-28,-6,5, , , , , , 
JP,Japan,Iwate, ,5/22/2020, ,-14,-1,1,-30,-6,6, , , , , , 
JP,Japan,Iwate, ,5/23/2020, ,-13,1,-12,-37,-15,8, , , , , , 
JP,Japan,Iwate, ,5/24/2020, ,-13,2,37,-30,-9,4, , , , , , 
JP,Japan,Iwate, ,5/25/2020, ,-6,5,10,-22,-5,4, , , , , , 
JP,Japan,Iwate, ,5/26/2020, ,-7,3,15,-22,-4,4, , , , , , 
JP,Japan,Iwate, ,5/27/2020, ,-3,6,14,-23,-4,3, , , , , , 
JP,Japan,Iwate, ,5/28/2020, ,-6,4,19,-24,-4,4, , , , , , 
JP,Japan,Iwate, ,5/29/2020, ,-8,2,18,-26,-5,4, , , , , , 
JP,Japan,Iwate, ,5/30/2020, ,-7,6,39,-25,-7,3, , , , , , 
JP,Japan,Iwate, ,5/31/2020, ,-7,6,36,-25,-6,3, , , , , , 
JP,Japan,Iwate, ,6/1/2020, ,-7,3,5,-22,-2,3, , , , , , 
JP,Japan,Iwate, ,6/2/2020, ,-7,2,9,-21,-2,4, , , , , , 
JP,Japan,Iwate, ,6/3/2020, ,-2,7,27,-20,-4,2, , , , , , 
JP,Japan,Iwate, ,6/4/2020, ,-5,4,20,-21,-4,4, , , , , , 
JP,Japan,Iwate, ,6/5/2020, ,-5,2,18,-24,-6,5, , , , , , 
JP,Japan,Kagawa, ,2/15/2020, ,-3,3,6,1,4,0, , , , , , 
JP,Japan,Kagawa, ,2/16/2020, ,-7,-4,-29,-17,-2,2, , , , , , 
JP,Japan,Kagawa, ,2/17/2020, ,-3,-2,6,-2,1,1, , , , , , 
JP,Japan,Kagawa, ,2/18/2020, ,-1,2,6,-2,0,1, , , , , , 
JP,Japan,Kagawa, ,2/19/2020, ,0,0,16,-1,0,0, , , , , , 
JP,Japan,Kagawa, ,2/20/2020, ,3,4,14,1,1,0, , , , , , 
JP,Japan,Kagawa, ,2/21/2020, ,-2,-2,16,2,1,0, , , , , , 
JP,Japan,Kagawa, ,2/22/2020, ,-3,-1,-4,5,-2,1, , , , , , 
JP,Japan,Kagawa, ,2/23/2020, ,6,3,47,15,0,-1, , , , , , 
JP,Japan,Kagawa, ,2/24/2020, ,30,4,104,11,-56,13, , , , , , 
JP,Japan,Kagawa, ,2/25/2020, ,1,7,16,2,1,0, , , , , , 
JP,Japan,Kagawa, ,2/26/2020, ,0,2,11,-2,1,1, , , , , , 
JP,Japan,Kagawa, ,2/27/2020, ,0,4,13,-3,1,1, , , , , , 
JP,Japan,Kagawa, ,2/28/2020, ,-1,9,9,-11,2,1, , , , , , 
JP,Japan,Kagawa, ,2/29/2020, ,-11,6,-40,-26,4,4, , , , , , 
JP,Japan,Kagawa, ,3/1/2020, ,-9,8,3,-30,4,3, , , , , , 
JP,Japan,Kagawa, ,3/2/2020, ,-3,5,11,-15,2,2, , , , , , 
JP,Japan,Kagawa, ,3/3/2020, ,0,8,22,-14,-1,2, , , , , , 
JP,Japan,Kagawa, ,3/4/2020, ,-9,-2,-20,-21,-3,5, , , , , , 
JP,Japan,Kagawa, ,3/5/2020, ,-3,4,4,-16,-2,3, , , , , , 
JP,Japan,Kagawa, ,3/6/2020, ,-6,0,13,-18,-1,4, , , , , , 
JP,Japan,Kagawa, ,3/7/2020, ,-10,1,-10,-25,-2,4, , , , , , 
JP,Japan,Kagawa, ,3/8/2020, ,-11,1,-28,-37,-3,5, , , , , , 
JP,Japan,Kagawa, ,3/9/2020, ,-4,-1,24,-16,0,3, , , , , , 
JP,Japan,Kagawa, ,3/10/2020, ,-1,3,4,-18,-3,4, , , , , , 
JP,Japan,Kagawa, ,3/11/2020, ,0,2,10,-19,-3,3, , , , , , 
JP,Japan,Kagawa, ,3/12/2020, ,1,3,24,-12,-2,3, , , , , , 
JP,Japan,Kagawa, ,3/13/2020, ,-1,1,14,-17,-3,3, , , , , , 
JP,Japan,Kagawa, ,3/14/2020, ,-5,1,-18,-25,-6,5, , , , , , 
JP,Japan,Kagawa, ,3/15/2020, ,-7,4,4,-26,-2,4, , , , , , 
JP,Japan,Kagawa, ,3/16/2020, ,-2,0,8,-16,-1,3, , , , , , 
JP,Japan,Kagawa, ,3/17/2020, ,1,3,25,-13,-4,3, , , , , , 
JP,Japan,Kagawa, ,3/18/2020, ,-1,3,24,-12,-2,3, , , , , , 
JP,Japan,Kagawa, ,3/19/2020, ,6,5,26,-5,-3,2, , , , , , 
JP,Japan,Kagawa, ,3/20/2020, ,19,10,56,-12,-53,16, , , , , , 
JP,Japan,Kagawa, ,3/21/2020, ,-4,2,42,-3,-8,3, , , , , , 
JP,Japan,Kagawa, ,3/22/2020, ,-7,0,19,-15,-3,3, , , , , , 
JP,Japan,Kagawa, ,3/23/2020, ,1,0,29,-9,-1,2, , , , , , 
JP,Japan,Kagawa, ,3/24/2020, ,2,2,34,-7,-2,3, , , , , , 
JP,Japan,Kagawa, ,3/25/2020, ,4,6,35,-8,-3,2, , , , , , 
JP,Japan,Kagawa, ,3/26/2020, ,4,5,25,-8,-3,3, , , , , , 
JP,Japan,Kagawa, ,3/27/2020, ,-3,0,-22,-18,-4,5, , , , , , 
JP,Japan,Kagawa, ,3/28/2020, ,-10,-1,-35,-26,-5,5, , , , , , 
JP,Japan,Kagawa, ,3/29/2020, ,-7,4,19,-22,-1,3, , , , , , 
JP,Japan,Kagawa, ,3/30/2020, ,0,4,0,-15,-3,4, , , , , , 
JP,Japan,Kagawa, ,3/31/2020, ,-1,3,19,-13,-4,4, , , , , , 
JP,Japan,Kagawa, ,4/1/2020, ,-13,-6,-33,-26,-6,6, , , , , , 
JP,Japan,Kagawa, ,4/2/2020, ,-4,5,22,-17,-6,4, , , , , , 
JP,Japan,Kagawa, ,4/3/2020, ,-8,2,22,-22,-6,4, , , , , , 
JP,Japan,Kagawa, ,4/4/2020, ,-12,6,41,-26,-5,4, , , , , , 
JP,Japan,Kagawa, ,4/5/2020, ,-14,6,46,-33,-6,5, , , , , , 
JP,Japan,Kagawa, ,4/6/2020, ,-6,2,30,-19,-4,3, , , , , , 
JP,Japan,Kagawa, ,4/7/2020, ,-4,6,25,-20,-8,4, , , , , , 
JP,Japan,Kagawa, ,4/8/2020, ,-10,3,13,-23,-7,4, , , , , , 
JP,Japan,Kagawa, ,4/9/2020, ,-12,2,6,-24,-6,5, , , , , , 
JP,Japan,Kagawa, ,4/10/2020, ,-13,3,2,-29,-5,5, , , , , , 
JP,Japan,Kagawa, ,4/11/2020, ,-19,6,9,-39,-15,7, , , , , , 
JP,Japan,Kagawa, ,4/12/2020, ,-34,-6,-65,-63,-14,11, , , , , , 
JP,Japan,Kagawa, ,4/13/2020, ,-28,-10,-43,-40,-8,9, , , , , , 
JP,Japan,Kagawa, ,4/14/2020, ,-16,4,7,-31,-8,6, , , , , , 
JP,Japan,Kagawa, ,4/15/2020, ,-18,9,4,-35,-10,7, , , , , , 
JP,Japan,Kagawa, ,4/16/2020, ,-19,2,4,-33,-10,8, , , , , , 
JP,Japan,Kagawa, ,4/17/2020, ,-24,0,-18,-42,-11,9, , , , , , 
JP,Japan,Kagawa, ,4/18/2020, ,-35,-2,-39,-54,-16,12, , , , , , 
JP,Japan,Kagawa, ,4/19/2020, ,-38,-2,-10,-56,-16,10, , , , , , 
JP,Japan,Kagawa, ,4/20/2020, ,-26,-2,-15,-42,-11,9, , , , , , 
JP,Japan,Kagawa, ,4/21/2020, ,-27,-1,-3,-41,-14,10, , , , , , 
JP,Japan,Kagawa, ,4/22/2020, ,-28,-3,-11,-46,-16,10, , , , , , 
JP,Japan,Kagawa, ,4/23/2020, ,-30,-3,-21,-44,-15,11, , , , , , 
JP,Japan,Kagawa, ,4/24/2020, ,-30,-1,-25,-47,-15,11, , , , , , 
JP,Japan,Kagawa, ,4/25/2020, ,-38,0,-19,-55,-21,12, , , , , , 
JP,Japan,Kagawa, ,4/26/2020, ,-43,-8,-25,-63,-22,12, , , , , , 
JP,Japan,Kagawa, ,4/27/2020, ,-27,-3,-5,-43,-15,10, , , , , , 
JP,Japan,Kagawa, ,4/28/2020, ,-25,3,-2,-42,-17,9, , , , , , 
JP,Japan,Kagawa, ,4/29/2020, ,-23,0,15,-60,-63,20, , , , , , 
JP,Japan,Kagawa, ,4/30/2020, ,-24,5,-8,-45,-22,12, , , , , , 
JP,Japan,Kagawa, ,5/1/2020, ,-29,-1,-12,-50,-26,15, , , , , , 
JP,Japan,Kagawa, ,5/2/2020, ,-42,-4,-22,-57,-26,13, , , , , , 
